"Taxonomy_ID","Organism_Name","Group","SubGroup","Common_Name","GC_content","Size_Mb","Number_Of_Proteins"
59916,"Bactrocera tryoni","Animals","Insects","Queensland fruit fly",36.2777,570.659,23950
60458,"Tuber brumale","Fungi","Ascomycetes","violet truffle",43.5,171.435,12380
60517,"Taenia asiatica","Animals","Flatworms","Asian tapeworm",42.2,135.978,10248
60698,"Macadamia integrifolia","Plants","Land Plants","macadamia nut",39.2926,744.937,46649
61156,"Arvicanthis niloticus","Animals","Mammals","African grass rat",41.4585,2496.76,41473
61180,"Oesophagostomum dentatum","Animals","Roundworms","nodule worm",42.8,443.017,25289
61221,"Varanus komodoensis","Animals","Reptiles","Komodowaran",44.1,1507.95,39545
61616,"Pelobates cultripes","Animals","Amphibians","Iberian spadefoot toad",40.6349,3094.94,51669
61621,"Rhinopithecus bieti","Animals","Mammals","Yunnan snub-nosed monkey",41.5,2975.79,49592
61853,"Nomascus leucogenys","Animals","Mammals","White-cheeked Gibbon",41.0665,2843.98,51330
64152,"Channa striata","Animals","Fishes","banded snakehead",41.076,623.028,51930
64176,"Podarcis muralis","Animals","Reptiles","Mauereidechse",44.2081,1511.02,50554
64459,"Pieris rapae","Animals","Insects","European cabbage white",33.227,256.37,20497
64802,"Loxia curvirostra","Animals","Birds","Fichtenkreuzschnabel",41.8,1028.27,14578
66420,"Papilio xuthus","Animals","Insects","Chinese swallowtail",34.9,243.232,15322
66656,"Durio zibethinus","Plants","Land Plants","durian",32.7,715.23,63007
67723,"Amanita phalloides","Fungi","Basidiomycetes","death cap",45.7,35.5148,8742
68872,"Striga hermonthica","Plants","Land Plants","purple witchweed",36.2,962.482,29523
71139,"Eucalyptus grandis","Plants","Land Plants","rose gum",39.3863,616.53,45101
71354,"Hirschfeldia incana","Plants","Land Plants","buchanweed",36.2055,398.904,38706
71933,"Amanita rubescens","Fungi","Basidiomycetes","blusher",47.3,76.5932,16076
72248,"Colias croceus","Animals","Insects","clouded yellow butterfly",33.5957,324.897,20988
72664,"Eutrema salsugineum","Plants","Land Plants","saltwater cress",37.9,243.11,33637
72917,"Erigeron canadensis","Plants","Land Plants","horseweed",34.0697,426.383,34584
73327,"Aegithalos caudatus","Animals","Birds","Long-tailed Tit",40.8,1013.85,13259
73337,"Ceratotherium simum simum","Animals","Mammals","southern square-lipped rhinoceros",41.2,2464.37,33629
74649,"Rosa chinensis","Plants","Land Plants","China rose",38.8409,515.119,48337
74822,"Papaver californicum","Plants","Land Plants","fire poppy",33.7,1372.41,42920
74940,"Oncorhynchus tshawytscha","Animals","Fishes","king salmon",43.5409,2294.86,82597
75329,"Misgurnus anguillicaudatus","Animals","Fishes","dojo loach",38.1063,1104.59,13
75352,"Megalobrama amblycephala","Animals","Fishes","blunt snout bream",37.6529,1109.89,59927
76193,"Papilio machaon","Animals","Insects","artemisia swallowtail",34.5167,252.114,18225
76717,"Lontra canadensis","Animals","Mammals","river otter",41.4,2405.75,48337
77046,"Xylaria polymorpha","Fungi","Ascomycetes","dead man's fingers",48.5,43.517,12349
77065,"Salix purpurea","Plants","Land Plants","purple osier",34.3975,332.369,77722
79626,"Eudyptes chrysocome","Animals","Birds","rock-hopper penguin",40.9,1231.06,12871
79684,"Microtus ochrogaster","Animals","Mammals","prairie voles",42.8312,2287.34,37795
79923,"Clonorchis sinensis","Animals","Flatworms","oriental liver fluke",44.0632,558.125,14408
80249,"Phaedon cochleariae","Animals","Insects","mustard leaf beetle",36.1249,869.735,13464
80379,"Capsicum chinense","Plants","Land Plants","bonnet pepper",34.8646,3070.91,34974
80427,"Lacerta agilis","Animals","Reptiles","Sand lizard",43.7711,1391.41,39267
80765,"Aphis gossypii","Animals","Insects","melon aphid",27.7508,334.871,26009
80966,"Acanthochromis polyacanthus","Animals","Fishes","spiny damselfish",41.5,991.585,36596
84645,"Labeo rohita","Animals","Fishes","Jayanti rohu",38.2928,1126.56,47485
85681,"Citrus x clementina","Plants","Land Plants","clementine",35.2,301.365,32586
85692,"Triticum dicoccoides","Plants","Land Plants","wild emmer wheat",46.1324,10677.1,86329
87088,"Vigna umbellata","Plants","Land Plants","mambi-bean",34,414.499,36237
89248,"Equus quagga","Animals","Mammals","plains zebra",41.4725,2500.93,48863
89462,"Bubalus bubalis","Animals","Mammals","domestic water buffalo",41.7487,2622.46,64378
90408,"Icmadophila ericetorum","Fungi","Ascomycetes","fairy's barf",47,36.9137,10886
90675,"Camelina sativa","Plants","Land Plants","gold-of-pleasure",37.4934,641.356,107481
92480,"Sphenostylis stenocarpa","Plants","Land Plants","African yam-bean",34.7557,649.801,30840
93759,"Corchorus olitorius","Plants","Land Plants","Nalta jute",35.5,334.899,35704
94328,"Zingiber officinale","Plants","Land Plants","ginger",39.1569,3090.43,101860
94835,"Gavialis gangeticus","Animals","Other Animals","true gharial",45.5,2640.79,27294
95602,"Eriocheir sinensis","Animals","Other Animals","Chinese hairy crab",41.6963,1765.83,23300
96539,"Loxia leucoptera","Animals","Birds","white-winged crossbill",41.6,1027.81,13993
96939,"Vitis riparia","Plants","Land Plants","frost grape",34.5114,500.267,39906
97700,"Quercus lobata","Plants","Land Plants","valley oak",35.4253,845.947,53226
99300,"Rehmannia glutinosa","Plants","Land Plants","Chinese foxglove",36.5261,2407.21,50067
99658,"Xanthoceras sorbifolium","Plants","Land Plants","yellow-horn",35.0921,469.996,21958
100907,"Dissostichus eleginoides","Animals","Fishes","Chilean sea bass",41.0002,797.818,35567
101364,"Carassius gibelio","Animals","Fishes","gibel carp",37.6401,1583.35,13
102107,"Prunus mume","Plants","Land Plants","ume",38.327,234.03,29705
102211,"Benincasa hispida","Plants","Land Plants","ash gourd",35.0747,912.951,33043
103349,"Vitis rotundifolia","Plants","Land Plants","fox grape",34.1065,414.84,40219
103827,"Thelazia callipaeda","Animals","Roundworms","eyeworm",29.6,75.3921,10886
103944,"Protobothrops mucrosquamatus","Animals","Reptiles","Chinese habu",40.6,1673.88,23351
104508,"Euphydryas editha","Animals","Insects","Edith's checkerspot",34,607.788,26018
104688,"Bactrocera oleae","Animals","Insects","olive fly",35.4997,484.947,33727
106335,"Hibiscus syriacus","Plants","Land Plants","Rose-of-Sharon",34.2002,1826.93,81925
106549,"Malus baccata","Plants","Land Plants","shan jing zi",35.1,674.412,45900
109461,"Varroa destructor","Animals","Other Animals","honeybee ectoparasitic mite",40.8991,368.813,30202
111012,"Lecanosticta acicola","Fungi","Ascomycetes","brown spot needle blight",53.1,30.4115,10195
112509,"Hordeum vulgare subsp. vulgare","Plants","Land Plants","two-rowed barley",44.4649,4225.71,40284
112863,"Lycium barbarum","Plants","Land Plants","Duke of Argyll's teatree",38.1007,1669.81,87
113540,"Scleropages formosus","Animals","Fishes","Asian arowana",44.1613,784.563,47753
114280,"Cichorium endivia","Plants","Land Plants","endive",34.8285,886.978,83906
116150,"Pararge aegeria","Animals","Insects","speckled wood",35.9903,516.571,20956
118781,"Populus tomentosa","Plants","Land Plants","Chinese white poplar",33.6389,739.803,59102
118797,"Lipotes vexillifer","Animals","Mammals","baiji",39.2,2419.5,13
119488,"Siniperca chuatsi","Animals","Fishes","Chautsi bass",40.3474,718.821,58502
120290,"Psidium guajava","Plants","Land Plants","guava",39.6,359.484,16906
121224,"Pediculus humanus corporis","Animals","Insects","human body lice",27.9,110.781,10775
125297,"Bombycilla garrulus","Animals","Birds","bohemian waxwing",41.3,1032.12,13804
127929,"Leucopsar rothschildi","Animals","Birds","Bali myna",40.9,1019.06,13461
129788,"Ruditapes philippinarum","Animals","Other Animals","Japanese littleneck",30.4,1408.14,13
130825,"Ochotona curzoniae","Animals","Mammals","plateau pika",43.7,2086.13,41968
132261,"Cuscuta campestris","Plants","Land Plants","field dodder",34,476.795,45474
133434,"Acanthaster planci","Animals","Other Animals","crown of thorns starfish",41.5001,383.86,33214
134698,"Peronospora farinosa","Protists","Other Protists","downy mildew",47.5,35.0532,9935
137520,"Hypomesus transpacificus","Animals","Fishes","delta smelt",44.9846,437.274,38428
139456,"Penaeus chinensis","Animals","Other Animals","fleshy prawn",37.538,1466.08,34830
141839,"Probosciger aterrimus","Animals","Birds","goliath cockatoo",40.5,1061.54,14014
147425,"Solanum bulbocastanum","Plants","Land Plants","ornamental nightshade",34.8375,737.653,65428
147828,"Opisthorchis felineus","Animals","Flatworms","cat liver fluke",39.4,679.246,20867
147949,"Micropterus dolomieu","Animals","Fishes","smallmouth blackbass",40.7581,829.587,48260
151541,"Danaus chrysippus","Animals","Insects","common tiger",30.9,354.02,19635
155126,"Tilletia horrida","Fungi","Basidiomycetes","rice bunt",55.8,20.5219,7007
156563,"Cyanistes caeruleus","Animals","Birds","Blaumeise",41.8,1186.98,31326
158149,"Paspalum vaginatum","Plants","Land Plants","biscuit grass",45.919,646.9,45821
158386,"Olea europaea var. sylvestris","Plants","Land Plants","wild olive",36.7747,1141.15,58334
159736,"Macrobrachium nipponense","Animals","Other Animals","oriental river prawn",36.992,4253.88,13
160734,"Plectropomus leopardus","Animals","Fishes","leopard coral trout",39.7059,895.705,36199
165716,"Actinidia rufa","Plants","Land Plants","nashi-kazura",35.4,647.239,52349
167791,"Bauhinia variegata","Plants","Land Plants","mountain ebony",34.9434,326.365,41862
168172,"Puccinia striiformis f. sp. tritici","Fungi","Basidiomycetes","stripe rust fungus",44.4006,78.1804,32124
168631,"Chilo suppressalis","Animals","Insects","Asiatic rice borer",35,824.354,15653
217634,"Anoplophora glabripennis","Animals","Insects","Asian long-horn beetle",33.3997,706.969,20632
218843,"Turnera subulata","Plants","Land Plants","white alder",38.1,544.584,29992
218851,"Aquilegia coerulea","Plants","Land Plants","Rocky Mountain columbine",37.3,301.98,41063
221103,"Moniliophthora roreri","Fungi","Basidiomycetes","frosty pod rot of cocoa",46.2,59.6773,17133
481883,"Eublepharis macularius","Animals","Reptiles","Leopard gecko",36.8,2237.4,13
482537,"Galeopterus variegatus","Animals","Mammals","Malayan flying lemur",41.2,3187.66,32104
485725,"Sesbania bispinosa","Plants","Land Plants","dadon",35,1038.49,48965
499986,"Acacia crassicarpa","Plants","Land Plants","brown salwood",35.9,750.735,34140
1574408,"Cervus canadensis","Animals","Mammals","elk",41.6273,2526.61,56132
1606681,"Puntigrus tetrazona","Animals","Fishes","tiger barb",38.2502,730.818,48681
2489341,"Strigops habroptila","Animals","Birds","owl parrot",42.0327,1148.6,43613
2740835,"Trichonephila clavata","Animals","Other Animals","joro-gumo",31,2497.9,70432
2867405,"Blumeria hordei","Fungi","Ascomycetes","grass mildew",43.7,116.476,5317
3119969,"Bubalus kerabau","Animals","Mammals","swamp type water buffalo",42.7856,2898.49,56815
